"date","spread","selic","pib_mensal","inad","prod_ind","igp"
2012-11-01,3.12851338478781,1.96571277635149,12.9586526792087,1.67896397508271,0.575815738963525,3.04939230952752
2012-12-01,3.06944731137627,1.96850998097255,12.957044767751,1.66392609771817,-3.65726227795193,8.19862317455575
2013-01-01,3.10054263790634,1.96150224381515,12.9350306456201,1.66581824587021,6.53889515219841,3.75158328365517
2013-02-01,3.11662159082944,1.96290772542388,12.8969828258698,1.65632149833295,-1.89309576837416,2.40796562667607
2013-03-01,3.08648663682246,1.96711235670592,12.9667181813438,1.63315443905142,-2.00601805416248,3.72254605164082
2013-04-01,3.09013294897548,1.9823798288367,12.9932792239928,1.63315443905142,9.69827586206897,-0.679030485378707
2013-05-01,3.07176695982999,2.00417905717929,12.9937537956303,1.63899671467564,2.4390243902439,3.92135465233612
2013-06-01,3.03927057556847,2.06686275947298,13.0024023466376,1.5830939370945,3.4587995930824,9.55403228378113
2013-07-01,3.07361881221106,2.10778601468898,13.0380643912817,1.5830939370945,3.34928229665072,1.68672726523422
2013-08-01,3.07454345397828,2.13416644136908,13.0263424450753,1.56234630490025,0.448430493273544,5.69565831887349
2013-09-01,3.0777729838902,2.18605127673809,12.9952831313152,1.55392520250384,3.77176015473888,17.567149787518
2013-10-01,3.10144272797611,2.22462355152433,13.0573436738504,1.53255686809814,0.715563506261185,7.78585117188852
2013-11-01,3.09874002362822,2.24601474150565,13.0568626868635,1.50407739677627,1.24045801526718,3.37293414150366
2013-12-01,3.06479180948549,2.29253475714054,13.0741293985352,1.48160454092422,-2.27765726681128,8.5887776352477
2014-01-01,3.12500460925813,2.31944221006047,13.0401803976483,1.48160454092422,-2.01058201058202,4.94663718389323
2014-02-01,3.17930304974838,2.34468626901268,13.03048424482,1.47704872438835,4.76730987514189,10.6259842911134
2014-03-01,3.18593932462194,2.36555989215543,13.0589597853244,1.47932922708708,-0.409416581371547,19.3397505723004
2014-04-01,3.18552584518665,2.38600670113312,13.0737907995613,1.48839958405704,-5.69744597249509,5.54820292887235
2014-05-01,3.20315286440296,2.3887627892351,13.0829235522478,1.52169899812609,-3.14285714285714,-5.32320823877979
2014-06-01,3.22246936037833,2.3887627892351,13.0505016804843,1.49514876603197,-6.68633235004916,-7.34529640129208
2014-07-01,3.23907053215372,2.3887627892351,13.1027031759651,1.51732262352629,-3.33333333333333,-6.40799161672404
2014-08-01,3.23907053215372,2.3887627892351,13.0937237505916,1.52605630349505,-5.08928571428572,0.759292181455451
2014-09-01,3.21767510429168,2.3887627892351,13.0939320093699,1.52169899812609,-1.58434296365331,0.220405825717207
2014-10-01,3.25462899457402,2.39059597031676,13.1279135466803,1.52822785700856,-2.93072824156305,7.36194911455827
2014-11-01,3.2511493854185,2.41143949790613,13.1184539455242,1.49290409617815,-5.937794533459,14.5673647683823
2014-12-01,3.21285775254264,2.44927947214485,13.1377600381596,1.46093790411566,-2.66370699223084,4.70814232695997
2015-01-01,3.29249796473881,2.46979301197795,13.0833882181002,1.48387468945875,-4.85961123110151,8.3272970665486
2015-02-01,3.33041719960111,2.49732916978656,13.0543635127229,1.48613969608961,-9.31744312026002,6.61147596850074
2015-03-01,3.3221541743217,2.53210825127229,13.1397953537896,1.47704872438835,-3.08324768756424,15.5646354375019
2015-04-01,3.36487911898804,2.54002594900908,13.1093052904759,1.51951320490611,-7.50000000000001,11.5596488779083
2015-05-01,3.3881121421135,2.57642175862377,13.1047760225792,1.54329810992956,-8.45624385447396,4.94454582485504
2015-06-01,3.41147769106971,2.60859812213055,13.1128278585048,1.52388002407245,-2.52897787144363,8.50423625874528
2015-07-01,3.44169932497149,2.61666563930036,13.1437273342106,1.56234630490025,-8.52490421455939,7.21870577577441
2015-08-01,3.45473814859019,2.64971462408925,13.1250994309937,1.59127394180643,-8.18438381937911,4.92396556616905
2015-09-01,3.44967003511293,2.64971462408925,13.1143626568254,1.59330853050422,-10.7007575757576,18.4841305849385
2015-10-01,3.48553853009591,2.64971462408925,13.157482034773,1.61342993370364,-11.0704483074108,23.2641357790079
2015-11-01,3.50585765220559,2.64971462408925,13.1473365360038,1.65249740189455,-12.2244488977956,15.3183013675309
2015-12-01,3.45442214289945,2.64971462408925,13.1620224559999,1.66392609771817,-11.9726339794755,5.43923619519082
2016-01-01,3.53281026846405,2.64971462408925,13.1001979288433,1.69377906086785,-13.3938706015891,20.0168853492424
2016-02-01,3.57794789340665,2.64971462408925,13.1058013815853,1.69927861643389,-9.43847072879331,9.8947942052346
2016-03-01,3.6133473915015,2.64971462408925,13.1587379286942,1.70656462316482,-11.2407211028632,5.30239099501644
2016-04-01,3.65687265797885,2.64971462408925,13.1416802004422,1.73165554515835,-6.53153153153153,4.46149974084822
2016-05-01,3.66867674679642,2.64971462408925,13.1481589912212,1.7561322915849,-7.30397422126745,14.459921996055
2016-06-01,3.66586667980486,2.64971462408925,13.190752973624,1.7263316639056,-5.18918918918918,21.4700276265392
2016-07-01,3.68637632389582,2.64971462408925,13.1851734681664,1.7404661748405,-6.1780104712042,-4.56174010968963
2016-08-01,3.69833461288469,2.64971462408925,13.1870424511639,1.7509374747078,-4.71311475409836,5.33509782054165
2016-09-01,3.71284009155878,2.64971462408925,13.1440377812451,1.75440368268429,-3.81760339342523,0.384511023609013
2016-10-01,3.73624002547377,2.64262239577975,13.1719309535964,1.7561322915849,-7.20164609053497,1.5927008740245
2016-11-01,3.72906124374677,2.63188884013665,13.2009780505371,1.74745921033147,-1.25570776255707,0.646138338215008
2016-12-01,3.6848714327164,2.61373952163097,13.2473552115682,1.7281094421516,0,10.4415626810591
2017-01-01,3.73026129189271,2.57794151575519,13.1746956418755,1.73518911773966,2.09698558322413,5.31267969387728
2017-02-01,3.74573226570672,2.55100645149252,13.1500516935128,1.71739505393919,0.13192612137205,0.75720815196032
2017-03-01,3.73313554536847,2.49732916978656,13.2041888642131,1.74396880539171,2.0310633213859,-4.4390530419437
2017-04-01,3.66253547877433,2.45014265735166,13.1680546497263,1.74571553072665,-4.45783132530121,-13.9341129724377
2017-05-01,3.62060061336064,2.41143949790613,13.2130240376527,1.78170913337455,4.40324449594438,-5.97837013991186
2017-06-01,3.58933532377755,2.3174737054878,13.2283811170432,1.71199450075919,0.798175598631712,-10.9403632225159
2017-07-01,3.61550198430916,2.30358459332713,13.229539064641,1.7263316639056,2.79017857142858,-3.48607281430331
2017-08-01,3.59621576925052,2.21375387928743,13.2260846302047,1.7227665977411,3.97849462365591,2.90188404354921
2017-09-01,3.54616315191234,2.12226153886276,13.1775467755174,1.68824909285839,2.53583241455346,7.6836367729924
2017-10-01,3.5567756134806,2.08069076108027,13.216510335474,1.68454538492091,5.43237250554323,1.17698059031486
2017-11-01,3.5307625860168,2.00148000021012,13.2459513981515,1.66013102674962,4.73988439306359,10.0599531280375
2017-12-01,3.45757771509826,1.94591014905531,13.2859281198491,1.59127394180643,4.92227979274611,9.26754863984329
2018-01-01,3.49438409638827,1.93152141160321,13.2279890778975,1.61938824328727,5.51989730423619,7.14113467755644
2018-02-01,3.52547778217249,1.90508815453506,13.1785673247749,1.60341984010854,1.84453227931487,1.86065723476943
2018-03-01,3.51631018876266,1.88403474533723,13.2358854368705,1.56444054650336,1.05386416861826,6.96306728085996
2018-04-01,3.4974162394027,1.85629799036563,13.234379594659,1.53471436623816,9.07944514501893,11.6887302257304
2018-05-01,3.43140322371922,1.85629799036563,13.2124089964222,1.52388002407245,-6.32630410654826,21.5695895527418
2018-06-01,3.38201456224538,1.85629799036563,13.2719370271635,1.48160454092422,2.94117647058822,19.2500585599415
2018-07-01,3.38065448043083,1.85629799036563,13.2760364574847,1.45395300959371,4.01737242128122,5.46201753499651
2018-08-01,3.36106959057138,1.85629799036563,13.2755025744267,1.43983512804792,1.5511892450879,8.43046724399303
2018-09-01,3.35620001573142,1.85629799036563,13.2183420609829,1.41098697371026,-2.47311827956989,23.7050884335678
2018-10-01,3.3881121421135,1.85629799036563,13.283220206378,1.40854497005471,0.736067297581489,3.20384806928353
2018-11-01,3.39785848039664,1.85629799036563,13.2888370167186,1.3787660946991,-1.21412803532008,-12.8747648200379
2018-12-01,3.3235961356386,1.85629799036563,13.3077306247039,1.34807314829969,-3.70370370370371,-5.27207599465859
2019-01-01,3.40850395684459,1.85629799036563,13.2628355023228,1.3787660946991,-2.06812652068127,0.823802911515603
2019-02-01,3.44233932499333,1.85629799036563,13.2425532919802,1.35066718347674,2.19922380336353,16.1010053475682
2019-03-01,3.45189049597767,1.85629799036563,13.2609980759832,1.35066718347674,-6.14136732329085,13.6647507575443
2019-04-01,3.44839898314645,1.85629799036563,13.2819993852741,1.34286480319255,-3.69942196531792,11.3951277048672
2019-05-01,3.43688622407066,1.85629799036563,13.3039938621296,1.35066718347674,7.58293838862558,4.90566371361594
2019-06-01,3.44776285080948,1.85629799036563,13.2948783396812,1.34286480319255,-5.82417582417583,7.83902278927195
2019-07-01,3.45410603731756,1.85629799036563,13.3199631259686,1.37624402526639,-2.40083507306889,-0.0955438860004709
2019-08-01,3.45189049597767,1.77495235091167,13.317954667227,1.35583515363518,-2.24032586558045,-5.9134637882688
2019-09-01,3.42881254869513,1.74221902366792,13.2537010656178,1.35840915763035,NA,6.20808142960578
