"date","spread","selic","pib_mensal","inad","igp","prod_ind","ihh"
2014-01-01,3.12500460925813,2.31944221006047,13.0401803976483,1.48160454092422,4.94663718389323,-2.01058201058202,1566
2014-02-01,3.17930304974838,2.34468626901268,13.03048424482,1.47704872438835,10.6259842911134,4.76730987514189,1566
2014-03-01,3.18593932462194,2.36555989215543,13.0589597853244,1.47932922708708,19.3397505723004,-0.409416581371547,1579
2014-04-01,3.18552584518665,2.38600670113312,13.0737907995613,1.48839958405704,5.54820292887235,-5.69744597249509,1579
2014-05-01,3.20315286440296,2.3887627892351,13.0829235522478,1.52169899812609,-5.32320823877979,-3.14285714285714,1579
2014-06-01,3.22246936037833,2.3887627892351,13.0505016804843,1.49514876603197,-7.34529640129208,-6.68633235004916,1612
2014-07-01,3.23907053215372,2.3887627892351,13.1027031759651,1.51732262352629,-6.40799161672404,-3.33333333333333,1612
2014-08-01,3.23907053215372,2.3887627892351,13.0937237505916,1.52605630349505,0.759292181455451,-5.08928571428572,1612
2014-09-01,3.21767510429168,2.3887627892351,13.0939320093699,1.52169899812609,0.220405825717207,-1.58434296365331,1617
2014-10-01,3.25462899457402,2.39059597031676,13.1279135466803,1.52822785700856,7.36194911455827,-2.93072824156305,1617
2014-11-01,3.2511493854185,2.41143949790613,13.1184539455242,1.49290409617815,14.5673647683823,-5.937794533459,1617
2014-12-01,3.21285775254264,2.44927947214485,13.1377600381596,1.46093790411566,4.70814232695997,-2.66370699223084,1628
2015-01-01,3.29249796473881,2.46979301197795,13.0833882181002,1.48387468945875,8.3272970665486,-4.85961123110151,1628
2015-02-01,3.33041719960111,2.49732916978656,13.0543635127229,1.48613969608961,6.61147596850074,-9.31744312026002,1628
2015-03-01,3.3221541743217,2.53210825127229,13.1397953537896,1.47704872438835,15.5646354375019,-3.08324768756424,1624
2015-04-01,3.36487911898804,2.54002594900908,13.1093052904759,1.51951320490611,11.5596488779083,-7.50000000000001,1624
2015-05-01,3.3881121421135,2.57642175862377,13.1047760225792,1.54329810992956,4.94454582485504,-8.45624385447396,1624
2015-06-01,3.41147769106971,2.60859812213055,13.1128278585048,1.52388002407245,8.50423625874528,-2.52897787144363,1647
2015-07-01,3.44169932497149,2.61666563930036,13.1437273342106,1.56234630490025,7.21870577577441,-8.52490421455939,1647
2015-08-01,3.45473814859019,2.64971462408925,13.1250994309937,1.59127394180643,4.92396556616905,-8.18438381937911,1647
2015-09-01,3.44967003511293,2.64971462408925,13.1143626568254,1.59330853050422,18.4841305849385,-10.7007575757576,1589
2015-10-01,3.48553853009591,2.64971462408925,13.157482034773,1.61342993370364,23.2641357790079,-11.0704483074108,1589
2015-11-01,3.50585765220559,2.64971462408925,13.1473365360038,1.65249740189455,15.3183013675309,-12.2244488977956,1589
2015-12-01,3.45442214289945,2.64971462408925,13.1620224559999,1.66392609771817,5.43923619519082,-11.9726339794755,1624
2016-01-01,3.53281026846405,2.64971462408925,13.1001979288433,1.69377906086785,20.0168853492424,-13.3938706015891,1624
2016-02-01,3.57794789340665,2.64971462408925,13.1058013815853,1.69927861643389,9.8947942052346,-9.43847072879331,1624
2016-03-01,3.6133473915015,2.64971462408925,13.1587379286942,1.70656462316482,5.30239099501644,-11.2407211028632,1648
2016-04-01,3.65687265797885,2.64971462408925,13.1416802004422,1.73165554515835,4.46149974084822,-6.53153153153153,1648
2016-05-01,3.66867674679642,2.64971462408925,13.1481589912212,1.7561322915849,14.459921996055,-7.30397422126745,1648
2016-06-01,3.66586667980486,2.64971462408925,13.190752973624,1.7263316639056,21.4700276265392,-5.18918918918918,1742
2016-07-01,3.68637632389582,2.64971462408925,13.1851734681664,1.7404661748405,-4.56174010968963,-6.1780104712042,1742
2016-08-01,3.69833461288469,2.64971462408925,13.1870424511639,1.7509374747078,5.33509782054165,-4.71311475409836,1742
2016-09-01,3.71284009155878,2.64971462408925,13.1440377812451,1.75440368268429,0.384511023609013,-3.81760339342523,1715
2016-10-01,3.73624002547377,2.64262239577975,13.1719309535964,1.7561322915849,1.5927008740245,-7.20164609053497,1715
2016-11-01,3.72906124374677,2.63188884013665,13.2009780505371,1.74745921033147,0.646138338215008,-1.25570776255707,1715
2016-12-01,3.6848714327164,2.61373952163097,13.2473552115682,1.7281094421516,10.4415626810591,0,1742
2017-01-01,3.73026129189271,2.57794151575519,13.1746956418755,1.73518911773966,5.31267969387728,2.09698558322413,1742
2017-02-01,3.74573226570672,2.55100645149252,13.1500516935128,1.71739505393919,0.75720815196032,0.13192612137205,1742
2017-03-01,3.73313554536847,2.49732916978656,13.2041888642131,1.74396880539171,-4.4390530419437,2.0310633213859,1741
2017-04-01,3.66253547877433,2.45014265735166,13.1680546497263,1.74571553072665,-13.9341129724377,-4.45783132530121,1741
2017-05-01,3.62060061336064,2.41143949790613,13.2130240376527,1.78170913337455,-5.97837013991186,4.40324449594438,1741
2017-06-01,3.58933532377755,2.3174737054878,13.2283811170432,1.71199450075919,-10.9403632225159,0.798175598631712,1741
2017-07-01,3.61550198430916,2.30358459332713,13.229539064641,1.7263316639056,-3.48607281430331,2.79017857142858,1741
2017-08-01,3.59621576925052,2.21375387928743,13.2260846302047,1.7227665977411,2.90188404354921,3.97849462365591,1741
2017-09-01,3.54616315191234,2.12226153886276,13.1775467755174,1.68824909285839,7.6836367729924,2.53583241455346,1751
2017-10-01,3.5567756134806,2.08069076108027,13.216510335474,1.68454538492091,1.17698059031486,5.43237250554323,1751
2017-11-01,3.5307625860168,2.00148000021012,13.2459513981515,1.66013102674962,10.0599531280375,4.73988439306359,1751
2017-12-01,3.45757771509826,1.94591014905531,13.2859281198491,1.59127394180643,9.26754863984329,4.92227979274611,1741
